0,1.000000000
1,1.011482494
2,1.018082190
3,1.020739121
4,1.020287432
5,1.017441239
6,1.012793142
7,1.006821435
8,1.000000000
9,1.000000000
10,1.000000000
11,1.000000000
12,1.000000000
13,1.000000000
14,1.000000000
15,1.000000000
16,1.000000000
17,1.000000000
18,1.000000000
19,1.000000000
20,1.000000000
21,1.000000000
22,1.000000000
23,1.000000000
24,1.000000000
25,1.000000000
26,1.000000000
27,1.000000000
28,1.000000000
29,1.000000000
30,1.000000000
31,1.000000000
32,1.000000000
33,1.000000000
34,1.000000000
35,1.000000000
36,1.000000000
37,1.000000000
38,1.000000000
39,1.000000000
40,1.000000000
41,1.000000000
42,1.000000000
43,1.000000000
44,1.000000000
45,1.000000000
46,1.000000000
47,1.000000000
48,1.000000000
49,1.000000000
50,1.000000000
51,1.000000000
52,1.000000000
53,1.000000000
54,1.000000000
55,1.000000000
56,1.000000000
57,1.000000000
58,1.000000000
59,1.000000000
60,1.000000000
61,1.000000000
62,1.000000000
63,1.000000000
64,1.000000000
65,1.000000000
66,1.000000000
67,1.000000000
68,1.000000000
69,1.000000000
70,1.009954134
71,1.000000000
72,1.705152153
73,1.000000000
74,4.214403887
75,1.021857805
76,1.147244011
77,1.261595319
78,1.322258237
79,1.347144154
80,1.355754080
81,1.358255464
82,1.358768930
83,1.358716529
84,1.358521619
85,1.358290924
86,1.358046200
87,1.357790583
88,1.357524084
89,1.357246349
90,1.356957001
91,1.356655657
92,1.356341932
