0,1.069995675
1,1.039838737
2,1.013119887
3,0.989334319
4,0.968071752
5,0.948992917
6,0.931813076
7,0.916290309
8,0.902216992
9,0.889413458
10,0.877723143
11,0.867008827
12,0.857149701
13,0.848039104
14,0.839582796
15,0.831697662
16,0.824310730
17,0.817358415
18,0.810785874
19,0.804546401
20,0.798600808
21,0.792916742
22,0.787467932
23,0.782233386
24,0.777196545
25,0.772344445
26,0.767666910
27,0.763155827
28,0.758804509
29,0.754607173
30,0.750558537
31,0.746653519
32,0.742887038
33,0.739253890
34,0.735748690
35,0.732365851
36,0.729099592
37,0.725943968
38,0.722892910
39,0.719940264
40,0.717079839
41,0.714305459
42,0.711611008
43,0.708990479
44,0.706438026
45,0.703948008
46,0.701515034
47,0.699134006
48,0.696800147
49,0.694509036
50,0.692256622
51,0.690039239
52,0.687853610
53,0.685696839
54,0.683566396
55,0.681460101
56,0.679376095
57,0.677312812
58,0.675268945
59,0.673243415
60,0.671235340
61,0.669244006
62,0.667268840
63,0.665309395
64,0.663365300
65,0.661436419
66,0.659521845
67,0.657625949
68,0.655719363
69,0.654007636
70,0.651108070
71,0.665407614
72,0.777060737
73,1.239072271
74,1.460114762
75,0.929141916
76,0.717727277
77,0.666754344
78,0.655281943
79,0.652399116
80,0.651512215
81,0.651155019
82,0.650943899
83,0.650767038
84,0.650592592
85,0.650412395
86,0.650224528
87,0.650028434
88,0.649823775
89,0.649610234
90,0.649387488
91,0.649155209
92,0.648913065
